gene_id,SAMN31934616,SAMN31934617,SAMN31934618,SAMN31934759,SAMN31934760,SAMN31934761
gene-LOC111095873|LOC111095873,22,25,20,0,14,14
gene-LOC119881479|LOC119881479,3,7,6,4,8,3
gene-EZR|EZR,2419,2120,2494,1985,2376,2167
gene-LOC102155647|LOC102155647,49,33,43,28,46,49
gene-LOC111095876|LOC111095876,57,48,31,36,66,35
gene-TAGAP|TAGAP,116,82,79,94,153,102
gene-RSPH3|RSPH3,67,70,100,56,73,62
gene-LOC119869892|LOC119869892,1,1,0,1,1,1
gene-LOC119870147|LOC119870147,23,12,16,14,18,11
gene-FNDC1|FNDC1,132,139,139,131,128,128
gene-LOC111095882|LOC111095882,46,38,37,31,26,20
gene-LOC119870765|LOC119870765,73,76,83,171,189,171
gene-LOC119870764|LOC119870764,112,115,99,217,250,289
gene-LOC111090685|LOC111090685,0,0,0,0,0,0
gene-SOD2|SOD2,5946,4312,5619,5191,6717,5496
gene-WTAP|WTAP,2465,1816,2464,2348,2642,2310
gene-LOC119869923|LOC119869923,5,2,3,4,5,4
gene-PNLDC1|PNLDC1,15,68,16,32,44,30
gene-LOC111095907|LOC111095907,5,9,0,0,0,8
gene-MAS1|MAS1,66,155,75,86,87,73
gene-ACAT2|ACAT2,1759,1180,1767,1175,1593,1268
gene-TCP1|TCP1,3895,2919,3956,3271,4052,3648
gene-MIR1836|MIR1836,4,2,2,2,3,3
rna-NR_049245.1|MIR1836,1,1,1,1,1,1
gene-LOC119869912|LOC119869912,4,2,8,4,5,5
gene-MRPL18|MRPL18,1104,911,1147,768,866,824
gene-SLC22A1|SLC22A1,0,0,0,0,0,0
gene-SLC22A2|SLC22A2,301,307,182,164,329,316
gene-IGF2R|IGF2R,2457,2487,2463,2243,2387,1948
gene-LOC111095908|LOC111095908,32,37,32,20,12,18
gene-LOC111095918|LOC111095918,8,0,11,0,0,4
gene-SLC22A3|SLC22A3,178,201,149,166,196,191
gene-LOC119870766|LOC119870766,8,5,10,11,8,9
gene-MAP3K4|MAP3K4,1159,996,1130,954,1139,933
gene-LOC119869932|LOC119869932,2,2,6,5,1,4
gene-AGPAT4|AGPAT4,637,539,604,498,597,453
gene-LOC119870767|LOC119870767,20,27,17,14,11,7
gene-LOC111095931|LOC111095931,0,0,6,3,0,0
gene-LOC102151615|LOC102151615,70,58,44,34,37,15
gene-LOC111095927|LOC111095927,7,12,12,6,0,3
gene-PACRG|PACRG,171,143,194,178,175,153
gene-LOC111095932|LOC111095932,0,0,0,0,0,0
gene-PRKN|PRKN,262,251,280,223,242,238
gene-LOC111095928|LOC111095928,15,9,10,5,5,7
gene-LOC102157285|LOC102157285,32,41,49,45,58,38
gene-LOC111095940|LOC111095940,0,0,0,0,0,0
gene-LOC106559700|LOC106559700,0,0,7,0,0,0
gene-QKI|QKI,4629,4163,4214,1981,2305,1966
gene-LOC119870150|LOC119870150,5,0,0,0,0,0
gene-C1H6orf118|C1H6orf118,48,40,49,28,51,29
gene-LOC119869870|LOC119869870,1,1,1,1,2,2
gene-LOC111095958|LOC111095958,13,18,11,7,14,10
gene-LOC102152011|LOC102152011,423,290,338,161,187,155
gene-PDE10A|PDE10A,2772,2282,2954,1859,1913,1691
gene-LOC100685014|LOC100685014,84,88,140,17,23,13
gene-SFT2D1|SFT2D1,486,452,423,425,486,422
gene-MPC1|MPC1,1041,1004,972,805,1048,897
gene-RNASET2|RNASET2,146,149,210,121,196,211
gene-LOC119870768|LOC119870768,19,11,10,10,0,0
gene-RPS6KA2|RPS6KA2,2335,1938,2261,2198,2668,2226
gene-LOC100685460|LOC100685460,74,81,91,82,95,72
gene-CCR6|CCR6,8,5,20,7,13,10
gene-GPR31|GPR31,8,7,7,4,4,10
gene-CEP43|CEP43,510,364,466,471,549,435
gene-TTLL2|TTLL2,0,0,0,0,0,0
gene-LOC111095971|LOC111095971,10,10,12,10,12,15
gene-LOC106559705|LOC106559705,0,0,0,0,0,0
gene-LOC111095985|LOC111095985,4,6,3,4,0,0
gene-LOC111095973|LOC111095973,0,0,0,0,0,0
gene-UNC93A|UNC93A,0,0,0,0,0,0
gene-LOC102153253|LOC102153253,0,0,0,0,0,0
gene-LOC100855528|LOC100855528,290,269,341,271,292,272
gene-LOC111095986|LOC111095986,617,369,775,560,576,648
gene-FRMD1|FRMD1,5,3,6,0,0,6
gene-LOC119870159|LOC119870159,0,0,0,0,0,0
gene-DACT2|DACT2,427,329,427,330,437,357
gene-LOC102153625|LOC102153625,67,70,66,32,53,38
gene-LOC119870669|LOC119870669,12,11,15,7,16,5
gene-SMOC2|SMOC2,345,360,396,260,409,248
gene-AFDN|AFDN,4203,3539,4088,3338,3868,3428
gene-LOC102153803|LOC102153803,0,0,0,0,0,0
gene-THBS2|THBS2,94,86,96,97,172,426
gene-LOC484089|LOC484089,2,0,0,0,0,0
gene-LOC111090701|LOC111090701,2,3,1,0,2,1
gene-CALHM6|CALHM6,145,135,199,138,229,139
gene-WDR27|WDR27,544,404,550,338,453,311
gene-DSE|DSE,460,300,411,276,388,281
gene-LOC119870773|LOC119870773,4,1,13,0,7,3
gene-LOC612537|LOC612537,12,10,12,31,21,26
gene-LOC100686510|LOC100686510,0,0,0,2,0,1
gene-TRAPPC3L|TRAPPC3L,89,105,72,56,69,69
gene-CALHM4|CALHM4,23,16,16,17,11,7
gene-CALHM5|CALHM5,42,40,24,32,34,36
gene-RWDD1|RWDD1,1812,1355,1712,1567,1705,1712
gene-RSPH4A|RSPH4A,42,39,63,68,53,36
gene-LOC119870774|LOC119870774,34,21,35,12,25,34
gene-ZUP1|ZUP1,1140,1041,1175,1087,1377,1046
gene-LOC106558702|LOC106558702,14,10,10,13,12,5
gene-FAM162B|FAM162B,28,33,12,13,36,41
gene-VGLL2|VGLL2,72,34,39,39,28,23
gene-ROS1|ROS1,11,15,6,0,11,0
gene-KPNA5|KPNA5,2165,1687,2296,1978,2170,1899
gene-DCBLD1|DCBLD1,93,92,62,86,98,73
gene-GOPC|GOPC,3305,2823,3297,2922,3470,3226
gene-NUS1|NUS1,1004,880,1010,841,833,636
gene-LOC111096075|LOC111096075,6,4,5,0,9,0
gene-LOC111096073|LOC111096073,34,18,26,13,15,14
gene-SLC35F1|SLC35F1,790,620,741,679,774,608
gene-LOC111096082|LOC111096082,4,6,8,4,5,0
gene-LOC102156314|LOC102156314,14,14,18,10,11,6
gene-LOC111096094|LOC111096094,13,11,10,18,10,14
gene-CEP85L|CEP85L,1274,1108,1241,986,1191,876
gene-LOC111096081|LOC111096081,46,52,47,41,31,28
gene-LOC106558793|LOC106558793,12,27,24,13,28,11
gene-PLN|PLN,215,216,180,167,178,209
gene-LOC100687227|LOC100687227,7,6,4,5,2,5
gene-MCM9|MCM9,590,691,570,611,794,702
gene-FAM184A|FAM184A,2010,1555,1900,1668,2018,1645
gene-LOC119869945|LOC119869945,1,2,3,2,3,3
gene-LOC111096167|LOC111096167,23,26,26,19,18,15
gene-LOC119870779|LOC119870779,13,11,9,13,15,11
gene-ASF1A|ASF1A,354,230,281,232,272,226
gene-LOC111096168|LOC111096168,2,6,9,6,6,6
gene-LOC111098530|LOC111098530,2,1,8,3,1,3
gene-LOC100687379|LOC100687379,3,2,6,0,0,0
gene-LOC119870782|LOC119870782,0,0,8,0,3,0
gene-LOC119870783|LOC119870783,0,3,7,0,7,0
gene-LOC119876504|LOC119876504,0,5,17,0,0,0
gene-LOC119869902|LOC119869902,1,1,1,0,0,0
gene-LOC119870781|LOC119870781,25,8,15,9,12,9
gene-LOC102156986|LOC102156986,100,55,89,47,43,38
gene-MAN1A1|MAN1A1,1871,1173,1626,1341,1652,1162
gene-LOC119870672|LOC119870672,8,7,6,11,14,0
gene-LOC111096174|LOC111096174,0,0,0,0,0,0
gene-LOC119869937|LOC119869937,0,0,0,0,0,3
gene-LOC111089986|LOC111089986,0,0,3,6,4,4
gene-LOC111096172|LOC111096172,5,8,16,21,41,20
gene-LOC111096171|LOC111096171,16,11,21,17,40,20
gene-TBC1D32|TBC1D32,2062,1395,2210,1983,2435,1981
gene-LOC111096173|LOC111096173,8,0,0,10,8,6
gene-LOC119870175|LOC119870175,865,983,809,692,1312,716
gene-LOC119869878|LOC119869878,1,0,1,4,4,2
gene-LOC102157283|LOC102157283,307,254,342,243,331,275
gene-LOC119869931|LOC119869931,0,2,0,1,0,0
gene-LOC119869899|LOC119869899,0,0,0,0,0,0
gene-LOC106558802|LOC106558802,5,1,0,3,2,0
gene-GJA1|GJA1,8573,7587,8237,5327,6415,5854
gene-LOC100687864|LOC100687864,0,4,4,0,4,0
gene-PKIB|PKIB,428,234,429,390,406,473
gene-HSF2|HSF2,708,476,697,563,643,590
gene-SERINC1|SERINC1,23294,18242,24442,22886,27026,24825
gene-LOC119870786|LOC119870786,99,99,74,96,106,60
gene-LOC119870787|LOC119870787,3,6,7,5,0,0
gene-LOC111096205|LOC111096205,7,5,7,0,5,7
gene-FABP7|FABP7,2769,2726,2935,2278,2465,1971
gene-SMPDL3A|SMPDL3A,174,154,186,137,179,184
gene-LOC111096208|LOC111096208,0,0,0,0,0,0
gene-LOC102152099|LOC102152099,3,0,4,0,0,0
gene-TRDN|TRDN,8,0,9,0,7,0
gene-CLVS2|CLVS2,6471,5294,6946,5560,5463,4615
gene-NKAIN2|NKAIN2,3025,1808,3442,2559,2782,2529
gene-LOC111096209|LOC111096209,220,196,244,92,118,121
gene-LOC106558814|LOC106558814,67,32,51,25,37,28
gene-TRNAK-CUU|TRNAK-CUU,6,3,9,9,6,4
gene-RNF217|RNF217,1636,1273,1637,1274,1277,1157
gene-TPD52L1|TPD52L1,345,252,327,202,289,307
gene-LOC111096211|LOC111096211,0,0,0,4,0,2
gene-LOC119869890|LOC119869890,0,0,0,0,0,0
gene-HDDC2|HDDC2,1042,770,1056,659,857,831
gene-LOC100688589|LOC100688589,3,5,1,0,5,2
gene-LOC612667|LOC612667,37,28,23,19,40,19
gene-LOC100684322|LOC100684322,0,0,0,0,2,0
gene-LOC100688798|LOC100688798,2,0,0,0,0,2
gene-HEY2|HEY2,37,44,42,47,38,33
gene-LOC119870788|LOC119870788,172,132,178,86,104,106
gene-LOC119870675|LOC119870675,4,5,7,4,9,0
gene-TRNAE-CUC|TRNAE-CUC,0,0,1,0,0,0
gene-NCOA7|NCOA7,7448,5332,7225,6911,7367,6596
gene-LOC119870180|LOC119870180,21,17,29,38,48,31
gene-LOC111096224|LOC111096224,23,12,9,10,14,13
gene-HINT3|HINT3,2937,2291,2509,2918,3119,3011
gene-LOC111096229|LOC111096229,0,0,0,0,0,0
gene-TRMT11|TRMT11,542,426,501,695,710,751
gene-LOC119869935|LOC119869935,5,8,14,6,4,6
gene-LOC111096230|LOC111096230,11,6,10,10,12,8
gene-LOC119869882|LOC119869882,2,0,0,1,0,0
gene-LOC119870791|LOC119870791,22,6,22,13,15,16
gene-CENPW|CENPW,23,28,42,27,35,33
gene-LOC111096231|LOC111096231,7,0,0,7,9,0
gene-LOC111090705|LOC111090705,6,0,5,5,7,6
gene-LOC100684456|LOC100684456,21,23,26,19,23,23
gene-LOC102153070|LOC102153070,14,3,5,15,10,10
gene-LOC612687|LOC612687,61,55,59,74,90,85
gene-LOC100682860|LOC100682860,0,2,5,1,2,2
gene-RSPO3|RSPO3,488,154,522,377,391,339
gene-RNF146|RNF146,1712,1448,1762,1415,1766,1460
gene-ECHDC1|ECHDC1,1329,898,1260,1130,1265,985
gene-LOC119864634|LOC119864634,303,262,333,319,344,312
gene-LOC111096255|LOC111096255,0,0,3,0,7,6
gene-KIAA0408|KIAA0408,6288,5105,6250,4515,5462,4510
gene-SOGA3|SOGA3,3266,2660,3063,2330,2754,2148
gene-LOC111096271|LOC111096271,36,41,18,18,41,22
gene-PTPRK|PTPRK,5077,4633,4798,3564,4006,3484
gene-LOC111096273|LOC111096273,63,51,46,16,27,28
gene-LOC106558822|LOC106558822,45,40,50,17,22,15
gene-LOC111096277|LOC111096277,4,5,4,6,12,10
gene-LOC119870796|LOC119870796,23,26,12,15,18,20
gene-LAMA2|LAMA2,1033,920,660,616,874,941
gene-LOC102151333|LOC102151333,12,0,4,4,4,10
gene-LOC119870797|LOC119870797,16,7,7,6,6,19
gene-ARHGAP18|ARHGAP18,810,696,666,475,685,568
gene-LOC119870798|LOC119870798,14,18,12,10,13,16
gene-SAMD3|SAMD3,0,4,9,0,0,3
gene-LOC106559769|LOC106559769,2,7,0,4,0,0
gene-TMEM200A|TMEM200A,441,308,484,409,378,260
gene-L3MBTL3|L3MBTL3,789,572,774,715,646,575
gene-LOC119864962|LOC119864962,13,4,11,5,15,10
gene-LOC119865182|LOC119865182,7,4,7,7,15,6
gene-LOC106559350|LOC106559350,4,5,0,0,4,0
gene-LOC119870799|LOC119870799,11,22,5,4,6,5
gene-LOC102155875|LOC102155875,0,0,0,0,0,0
gene-EPB41L2|EPB41L2,3672,3381,3147,1957,2625,2299
gene-LOC102151410|LOC102151410,51,38,39,15,28,28
gene-LOC119870193|LOC119870193,6,8,3,1,2,0
gene-LOC111096305|LOC111096305,27,29,13,19,30,19
gene-AKAP7|AKAP7,491,442,438,354,462,362
gene-LOC606788|LOC606788,23,14,12,11,35,15
gene-LOC491382|LOC491382,490,220,19,277,303,474
gene-LOC119870805|LOC119870805,0,0,0,0,0,0
gene-LOC119877018|LOC119877018,10,6,0,6,5,8
gene-FAM240B|FAM240B,6,5,5,3,4,5
gene-LOC119869879|LOC119869879,2,2,1,2,2,5
gene-CTSV|CTSV,784,724,998,878,1136,942
gene-LOC119870806|LOC119870806,10,6,17,11,12,10
gene-ZNF782|ZNF782,698,588,735,818,860,786
gene-ZNF510|ZNF510,1317,1061,1193,1170,1338,1213
gene-LOC111096328|LOC111096328,17,11,9,7,10,18
gene-PRXL2C|PRXL2C,317,294,338,281,322,254
gene-LOC100856674|LOC100856674,10,10,18,10,9,9
gene-LOC100856244|LOC100856244,4,0,3,0,6,3
gene-LOC119870808|LOC119870808,13,19,13,0,11,9
gene-ZNF367|ZNF367,878,753,901,1035,1051,887
gene-SLC35D2|SLC35D2,73,62,79,60,78,78
gene-LOC111090716|LOC111090716,0,0,0,0,0,0
gene-CDC14B|CDC14B,1259,1090,1124,676,826,665
gene-LOC102157082|LOC102157082,273,347,429,90,160,74
gene-HABP4|HABP4,3301,2727,3366,2494,3309,2850
gene-HSD17B3|HSD17B3,6,6,0,6,10,6
gene-LOC119869862|LOC119869862,0,0,0,0,1,0
gene-LOC102151543|LOC102151543,2,5,3,2,3,0
gene-LOC106559352|LOC106559352,6,8,8,7,8,9
gene-LOC111096339|LOC111096339,6,12,7,0,8,0
gene-LOC119870809|LOC119870809,10,10,10,13,9,14
gene-LOC111096340|LOC111096340,13,17,13,10,13,10
gene-ERCC6L2|ERCC6L2,2068,1729,1963,2067,2360,2070
gene-LOC119869958|LOC119869958,5,2,4,1,5,3
gene-LOC102151730|LOC102151730,34,23,43,31,63,59
gene-LOC100688335|LOC100688335,42,18,50,38,68,70
gene-PTCH1|PTCH1,719,699,757,442,544,458
gene-LOC111096354|LOC111096354,21,11,13,10,10,0
gene-LOC100688687|LOC100688687,0,0,0,0,0,0
gene-FBP2|FBP2,31,13,32,18,32,28
gene-FBP1|FBP1,163,104,178,163,170,109
gene-LOC100688819|LOC100688819,14,7,14,10,12,9
gene-LOC100688895|LOC100688895,0,0,0,4,4,0
gene-FANCC|FANCC,235,220,213,232,296,275
gene-LOC111096365|LOC111096365,0,0,5,0,0,0
gene-C1H9orf3|C1H9orf3,1162,1255,1126,874,1063,1121
gene-MIR27B|MIR27B,0,0,0,0,0,0
rna-NR_049240.1|MIR27B,0,0,0,0,0,0
gene-MIR23B|MIR23B,0,0,0,0,0,0
rna-NR_049239.1|MIR23B,0,0,0,0,0,0
gene-LOC119870813|LOC119870813,73,71,81,56,65,63
gene-LOC111096364|LOC111096364,8,16,12,10,11,10
gene-MIR24-1|MIR24-1,6,3,5,2,1,4
rna-NR_049241.1|MIR24-1,1,1,1,1,1,1
gene-LOC119870812|LOC119870812,201,189,176,133,157,124
gene-GAS1|GAS1,10,23,13,11,24,9
gene-LOC111096384|LOC111096384,0,0,6,15,9,0
gene-LOC106559362|LOC106559362,7,8,11,12,17,13
gene-LOC106559361|LOC106559361,45,41,77,48,44,29
gene-LOC119866716|LOC119866716,0,0,0,0,0,0
gene-LOC100682577|LOC100682577,0,0,0,0,0,0
gene-LOC111096376|LOC111096376,0,0,0,0,0,0
gene-LOC111096374|LOC111096374,1,0,1,1,1,1
gene-LOC106559315|LOC106559315,0,0,5,12,6,0
gene-DAPK1|DAPK1,2002,1629,2127,1640,2006,1656
gene-LOC119870814|LOC119870814,32,24,23,20,16,11
gene-TUT7|TUT7,1356,1393,1337,1029,1209,1074
gene-LOC111096394|LOC111096394,40,27,26,17,23,24
gene-ISCA1|ISCA1,3690,3133,3827,3435,4239,3604
gene-LOC111096422|LOC111096422,421,365,263,405,511,404
gene-LOC111096404|LOC111096404,748,637,684,802,903,802
gene-LOC111096426|LOC111096426,5,6,6,5,11,9
gene-LOC484145|LOC484145,513,414,549,520,597,539
gene-GOLM1|GOLM1,1732,1307,1704,1348,1615,1432
gene-NAA35|NAA35,732,558,806,780,803,722
gene-LOC111096425|LOC111096425,0,4,1,5,0,7
gene-LOC119867103|LOC119867103,12,9,10,24,17,21
gene-LOC102157016|LOC102157016,0,0,0,0,5,4
gene-LOC111098564|LOC111098564,0,0,0,5,12,8
gene-LOC111096434|LOC111096434,0,7,4,3,18,4
gene-LOC111096428|LOC111096428,6,3,0,5,9,11
gene-LOC119867318|LOC119867318,0,12,0,0,8,0
gene-LOC119869942|LOC119869942,0,0,0,0,0,0
gene-AGTPBP1|AGTPBP1,5300,4022,5480,5088,5400,4719
gene-LOC119870819|LOC119870819,0,0,2,0,0,0
gene-LOC111096447|LOC111096447,5,4,0,5,15,7
gene-LOC111090725|LOC111090725,0,5,0,0,4,0
gene-LOC102151355|LOC102151355,6,2,1,3,7,2
gene-LOC106557534|LOC106557534,0,3,0,4,6,4
gene-LOC100686646|LOC100686646,9,10,10,8,9,13
gene-LOC100684008|LOC100684008,1,2,2,1,1,0
gene-LOC111096473|LOC111096473,5,9,0,5,0,0
gene-LOC119870817|LOC119870817,13,13,10,20,11,16
gene-NTRK2|NTRK2,26935,25283,30040,22604,24942,21903
gene-LOC119870818|LOC119870818,345,409,339,306,394,278
gene-C1H9orf64|C1H9orf64,564,520,654,586,663,601
gene-KIF27|KIF27,157,111,159,116,160,111
gene-LOC100686720|LOC100686720,28,13,28,20,40,24
gene-RMI1|RMI1,388,339,380,267,364,245
gene-LOC106559207|LOC106559207,29,33,38,24,43,37
gene-LOC119869868|LOC119869868,3,1,1,3,3,2
gene-HNRNPK|HNRNPK,10280,7997,10328,8149,9613,8793
gene-MIR7-1|MIR7-1,1,4,2,3,4,3
rna-NR_049263.1|MIR7-1,1,1,1,1,1,1
gene-LOC119870822|LOC119870822,29,20,21,20,12,17
gene-GKAP1|GKAP1,369,345,376,337,431,298
gene-TRNAR-CCU|TRNAR-CCU,1,0,2,1,1,1
gene-IDNK|IDNK,100,112,108,69,122,99
gene-LOC119867660|LOC119867660,15,10,9,15,14,8
gene-UBQLN1|UBQLN1,7638,6189,7640,6726,7998,6938
gene-LOC111096571|LOC111096571,0,0,0,0,0,0
gene-LOC119867965|LOC119867965,0,0,0,0,0,0
gene-LOC111096570|LOC111096570,0,0,0,0,0,0
gene-RASEF|RASEF,10,5,23,31,15,17
gene-LOC111096569|LOC111096569,0,0,0,0,0,0
gene-LOC102155601|LOC102155601,0,0,0,0,0,0
gene-LOC111096568|LOC111096568,0,0,0,0,0,0
gene-FRMD3|FRMD3,723,526,784,587,573,476
gene-LOC100684363|LOC100684363,14,12,10,7,11,2
gene-LOC102155844|LOC102155844,41,36,35,26,23,25
gene-LOC119877647|LOC119877647,0,4,9,3,0,0
gene-LOC100685388|LOC100685388,3,4,1,2,2,1
gene-LOC100686028|LOC100686028,9,8,16,8,9,3
gene-LOC476315|LOC476315,132,115,147,117,172,136
gene-TLE1|TLE1,1685,1565,1865,1293,1732,1409
gene-LOC111096585|LOC111096585,287,384,326,346,345,304
gene-LOC100687251|LOC100687251,1,3,0,2,2,2
gene-LOC119877674|LOC119877674,0,0,0,0,0,0
gene-LOC111090731|LOC111090731,0,0,0,0,0,0
gene-LOC111090733|LOC111090733,0,8,4,0,0,0
gene-LOC100684877|LOC100684877,2,2,5,1,1,5
gene-LOC111096618|LOC111096618,0,0,0,0,0,0
gene-TLE4|TLE4,1808,1386,1767,1322,1490,1339
gene-LOC119870829|LOC119870829,0,0,0,0,2,0
gene-LOC111096622|LOC111096622,0,0,0,0,0,0
gene-PSAT1|PSAT1,1185,1191,1154,702,903,734
gene-LOC111096628|LOC111096628,0,3,0,0,0,4
gene-LOC111096629|LOC111096629,0,0,0,0,2,0
gene-CEP78|CEP78,942,784,940,1000,1136,920
gene-GNAQ|GNAQ,1726,1289,1592,1297,1593,1459
gene-LOC111096630|LOC111096630,101,137,108,61,70,67
gene-LOC111096633|LOC111096633,5,0,2,5,0,0
gene-GNA14|GNA14,88,113,79,49,62,88
gene-VPS13A|VPS13A,15106,11207,15613,13068,15109,12738
gene-LOC100684680|LOC100684680,46,50,48,41,55,18
gene-GCNT1|GCNT1,286,166,253,148,188,172
gene-PRUNE2|PRUNE2,7993,7596,6975,6286,7747,5922
gene-LOC102157105|LOC102157105,28,20,17,13,6,13
gene-LOC119875976|LOC119875976,95,99,107,85,103,80
gene-LOC119869960|LOC119869960,1,0,0,0,1,0
gene-RFK|RFK,4152,2404,4069,3616,3520,3339
gene-LOC102151731|LOC102151731,0,0,0,7,0,7
gene-LOC119870831|LOC119870831,5,0,4,0,25,10
gene-PCSK5|PCSK5,2194,820,2088,1960,2024,1601
gene-LOC119870832|LOC119870832,0,0,0,0,0,0
gene-LOC111096657|LOC111096657,79,35,73,55,74,59
gene-C1H9orf40|C1H9orf40,283,294,257,262,344,292
gene-NMRK1|NMRK1,298,353,365,314,449,365
gene-LOC119870833|LOC119870833,171,207,154,149,167,131
gene-CARNMT1|CARNMT1,819,711,776,604,838,667
gene-OSTF1|OSTF1,1298,969,1345,997,1214,1090
gene-LOC119869916|LOC119869916,2,2,6,5,0,3
gene-LOC111096668|LOC111096668,8,17,13,4,8,8
gene-LOC111096676|LOC111096676,0,0,0,0,0,0
gene-TRPM6|TRPM6,257,232,223,187,156,225
gene-LOC102154310|LOC102154310,14,14,12,8,6,9
gene-LOC100685845|LOC100685845,17,12,22,20,21,19
gene-LOC608644|LOC608644,10,12,11,11,10,10
gene-RORB|RORB,1356,1561,1434,857,962,927
gene-LOC484167|LOC484167,2,3,3,2,4,2
gene-LOC111096689|LOC111096689,16,11,18,18,11,12
gene-LOC102152841|LOC102152841,0,0,0,0,4,0
gene-LOC119870225|LOC119870225,17,2,7,0,5,4
gene-ANXA1|ANXA1,505,335,321,217,333,328
gene-LOC106559319|LOC106559319,13,9,13,10,9,11
gene-LOC102153050|LOC102153050,46,64,73,17,27,20
gene-LOC111096698|LOC111096698,34,44,30,12,13,7
gene-ALDH1A1|ALDH1A1,101,160,74,46,109,89
gene-LOC106559434|LOC106559434,24,18,22,16,15,24
gene-LOC102153097|LOC102153097,18,10,21,18,17,24
gene-LOC119870834|LOC119870834,13,13,9,47,48,101
gene-ZFAND5|ZFAND5,5380,4594,5298,4619,5886,5301
gene-LOC102153343|LOC102153343,12,7,10,7,13,7
gene-C1H9orf85|C1H9orf85,63,42,57,47,63,54
gene-GDA|GDA,17729,10031,19987,20288,23770,19836
gene-LOC106559439|LOC106559439,20,19,10,15,19,19
gene-LOC119869857|LOC119869857,2,0,0,1,0,1
gene-ABHD17B|ABHD17B,1642,1714,1780,1823,1809,1776
gene-CEMIP2|CEMIP2,1025,749,998,782,957,779
gene-LOC111096732|LOC111096732,0,0,0,0,0,0
gene-LOC119870835|LOC119870835,0,0,0,0,0,0
gene-KLF9|KLF9,279,453,316,395,515,629
gene-LOC111096727|LOC111096727,96,126,71,50,50,70
gene-LOC111096729|LOC111096729,148,150,102,64,149,84
gene-TRPM3|TRPM3,6509,7331,5446,4784,5376,4718
gene-LOC119869915|LOC119869915,4,7,7,9,6,7
gene-LOC102154385|LOC102154385,154,140,122,101,118,120
gene-MIR204|MIR204,1,1,0,1,0,0
rna-NR_049224.1|MIR204,1,0,0,1,0,0
gene-LOC119875977|LOC119875977,4,4,5,5,0,2
gene-SMC5|SMC5,1933,1580,1909,1577,1747,1719
gene-LOC111098535|LOC111098535,221,169,175,193,196,207
gene-MAMDC2|MAMDC2,181,208,142,86,90,167
gene-LOC102154836|LOC102154836,20,22,16,11,16,18
gene-LOC100856248|LOC100856248,39,30,42,28,29,25
gene-LOC106559459|LOC106559459,12,5,9,0,4,6
gene-C1H9orf135|C1H9orf135,54,25,28,31,23,30
gene-PTAR1|PTAR1,4057,3832,3974,2817,3287,2731
gene-LOC119870838|LOC119870838,28,27,28,8,25,16
gene-FXN|FXN,162,149,151,99,169,137
gene-LOC106559460|LOC106559460,96,87,87,53,67,77
gene-LOC119869936|LOC119869936,0,0,0,0,0,0
gene-LOC100685359|LOC100685359,0,0,0,0,0,0
gene-LOC111096760|LOC111096760,0,2,0,0,3,0
gene-APBA1|APBA1,1844,1421,1798,1350,1835,1479
gene-LOC102155525|LOC102155525,26,27,14,4,17,11
gene-LOC111096747|LOC111096747,8,14,8,0,6,0
gene-FAM189A2|FAM189A2,170,203,141,62,135,124
gene-TJP2|TJP2,943,1083,843,655,800,672
gene-LOC111096756|LOC111096756,13,18,11,2,9,11
gene-LOC102155877|LOC102155877,26,35,12,8,11,15
gene-LOC102156201|LOC102156201,3,0,0,0,0,0
gene-TMEM252|TMEM252,37,52,45,32,55,41
gene-LOC119869941|LOC119869941,0,0,0,0,0,0
gene-PGM5|PGM5,345,399,323,228,338,303
gene-LOC102156339|LOC102156339,10,13,5,0,9,6
gene-LOC111096775|LOC111096775,4,5,0,0,0,0
gene-LOC111096771|LOC111096771,183,221,179,75,119,107
gene-LOC106559468|LOC106559468,125,179,139,64,134,107
gene-PIP5K1B|PIP5K1B,1817,2268,2033,1400,1755,1346
gene-PABIR1|PABIR1,245,176,264,241,229,224
gene-CBWD1|CBWD1,734,649,801,656,734,689
gene-DOCK8|DOCK8,246,256,175,125,159,149
gene-LOC119869545|LOC119869545,5,0,3,5,0,3
gene-LOC111096817|LOC111096817,5,0,7,0,6,3
gene-LOC111090766|LOC111090766,3,0,0,0,0,0
gene-KANK1|KANK1,915,960,900,591,702,545
gene-LOC119870839|LOC119870839,15,10,6,5,6,5
gene-LOC111096818|LOC111096818,49,37,42,35,41,34
gene-SMARCA2|SMARCA2,9198,8600,9164,7685,8616,7109
gene-LOC119870840|LOC119870840,616,508,565,383,446,348
gene-KCNV2|KCNV2,0,0,0,0,0,0
gene-LOC111096835|LOC111096835,0,3,3,0,5,0
gene-LOC100686886|LOC100686886,0,0,0,0,3,0
gene-VLDLR|VLDLR,1206,1033,1272,1120,1428,1193
gene-PUM3|PUM3,788,577,817,586,733,636
gene-LOC102152101|LOC102152101,0,0,0,0,0,0
gene-LOC609469|LOC609469,45,9,29,62,59,50
gene-LOC119870843|LOC119870843,0,0,0,3,0,3
gene-RFX3|RFX3,3288,3078,3541,2979,3124,2633
gene-LOC119870842|LOC119870842,106,146,108,66,95,84
gene-LOC111096943|LOC111096943,14,22,4,12,19,8
gene-GLIS3|GLIS3,256,231,283,226,288,224
gene-LOC111096950|LOC111096950,0,6,9,0,8,0
gene-LOC111096948|LOC111096948,1,3,4,2,3,0
gene-LOC111096946|LOC111096946,20,18,20,14,14,16
gene-LOC111096953|LOC111096953,14,19,6,6,7,11
